Application:, Trigno Discover (2.0.1.3)
Date/Time:, 01-10-2025 10:58:05
Collection Length (seconds):, 2.997
 Hamstrings right (85641), Hamstrings right (85641),  Rectus Femoris right (85844),  Rectus Femoris right (85844),  Gastrocnemius left (85904),  Gastrocnemius left (85904), TibilaisÂ Anterior right (85650), TibilaisÂ Anterior right (85650),  Hamstrings left (85586),  Hamstrings left (85586), TibilaisÂ Anterior left (85605), TibilaisÂ Anterior left (85605),  Rectus Femoris left (85878),  Rectus Femoris left (85878),  Gastrocnemius right (85873), Gastrocnemius right (85873), , , , , , , , , , , , , , , , , , , , , ,
EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), , , , , , , , , , , , , , , , , , , , , ,
0.0,-0.018735930258247338,0.0,0.01903172434839446,0.0,-0.032718072551515334,0.0,-0.013954445388679456,0.0,-0.014552254392782928,0.0,-0.012606174345435964,0.0,-0.004647477700871665,0.0,0.0011214376388886261, , , , , , , , , , , , , , , , , , , , , , 
0.0004655,-0.038461283253829893,0.0004655,0.021002406578331096,0.0004655,-0.023486405060552745,0.0004655,-0.012857141935733478,0.0004655,-0.05781520715540919,0.0004655,-0.02184800590853815,0.0004655,-0.0023516197909494397,0.0004655,-0.0010176289253394002, , , , , , , , , , , , , , , , , , , , , , 
0.000931,-0.01834653132405309,0.000931,0.019241682448567048,0.000931,-0.028110633357988375,0.000931,-0.030712076946499106,0.000931,-0.0029462910219679476,0.000931,0.006822233302395005,0.000931,0.0009616488917593143,0.000931,-0.00514956701513621, , , , , , , , , , , , , , , , , , , , , , 
0.0013966,-0.024377547031276283,0.0013966,0.028453801563954544,0.0013966,-0.03146064746728774,0.0013966,-0.011769105608566872,0.0013966,-0.005849627466584644,0.0013966,-0.028944473306709306,0.0013966,-0.008795390876870111,0.0013966,0.01606636377510086, , , , , , , , , , , , , , , , , , , , , , 
0.0018621,-0.03359706005263925,0.0018621,0.018627698772365402,0.0018621,-0.0321091924126531,0.0018621,0.0019887822933695944,0.0018621,-0.01806540794444275,0.0018621,-0.018276860454430853,0.0018621,-0.010260481724078235,0.0018621,-0.0057229402435724774, , , , , , , , , , , , , , , , , , , , , , 
0.0023276,-0.030473728246512382,0.0023276,0.024403925888287027,0.0023276,-0.03385708395921271,0.0023276,-0.030168826805289192,0.0023276,-0.01723663050449349,0.0023276,-0.020690655036668334,0.0023276,-0.006146740408589698,0.0023276,-0.0002472915493871372, , , , , , , , , , , , , , , , , , , , , , 
0.0027931,-0.029603065088353062,0.0027931,0.026671309483086877,0.0027931,-0.025532157696983814,0.0027931,-0.03076880100505896,0.0027931,-0.013208359276088563,0.0027931,-0.011501672558650708,0.0027931,-0.011572410142205504,0.0027931,-0.0016415553010817518, , , , , , , , , , , , , , , , , , , , , , 
0.0032586,-0.01121423152200752,0.0032586,-0.008189618272127473,0.0032586,-0.018312228057217734,0.0032586,-0.3419586522626955,0.0032586,0.024122480332070345,0.0032586,0.03528456009499219,0.0032586,-0.00466469615741294,0.0032586,-0.009601920966686772, , , , , , , , , , , , , , , , , , , , , , 
0.0037241,-0.024954431955338315,0.0037241,0.016446587268693767,0.0037241,-0.18620317265720104,0.0037241,-0.04322386451338319,0.0037241,-0.01655434794290333,0.0037241,-0.008456249291670435,0.0037241,-0.01255594696277828,0.0037241,-0.004027394914590876, , , , , , , , , , , , , , , , , , , , , , 
0.0041897,-0.03758546917801676,0.0041897,0.014764446562155364,0.0041897,-0.022899774733395703,0.0041897,-0.00794431899289347,0.0041897,-0.014204317287581609,0.0041897,-0.018888504698825633,0.0041897,-0.00938162091299605,0.0041897,-0.0033439192599213664, , , , , , , , , , , , , , , , , , , , , , 
0.0046552,-0.01315833829419898,0.0046552,0.08524072518043067,0.0046552,0.5112242679045482,0.0046552,0.003227853481522699,0.0046552,0.34572107085045134,0.0046552,0.028443251527416797,0.0046552,-0.11002635687290142,0.0046552,0.021976132731957823, , , , , , , , , , , , , , , , , , , , , , 
0.0051207,-0.02425201573245686,0.0051207,0.026442060252119006,0.0051207,-0.025776256612235468,0.0051207,-0.008364293465328701,0.0051207,-0.01586035172149627,0.0051207,-0.010540766633993821,0.0051207,-0.013719921353222673,0.0051207,-0.011106901682130563, , , , , , , , , , , , , , , , , , , , , , 
0.0055862,-0.03181393998100367,0.0055862,0.02967520126641012,0.0055862,-0.02948390873430361,0.0055862,-0.010593721247733891,0.0055862,-0.010312954170615101,0.0055862,-0.01628786518982172,0.0055862,-0.011146857378614327,0.0055862,-4.075854117194461e-05, , , , , , , , , , , , , , , , , , , , , , 
0.0060517,-0.04317182988550269,0.0060517,0.016193834190922025,0.0060517,-0.11154968677133065,0.0060517,0.0005241510820156145,0.0060517,-0.015956618596228548,0.0060517,-0.01141208032883849,0.0060517,-0.005938544670832214,0.0060517,-0.001664815571432875, , , , , , , , , , , , , , , , , , , , , , 
0.0065172,-0.03389167932363309,0.0065172,0.0365657976544405,0.0065172,-0.010274658403818604,0.0065172,0.02635355530249895,0.0065172,-0.06823086516695483,0.0065172,-0.023360252712538398,0.0065172,-0.02857641704191663,0.0065172,-0.0060033260287257195, , , , , , , , , , , , , , , , , , , , , , 
0.0069828,-0.04232066523662209,0.0069828,0.05990236495464797,0.0069828,-0.03828387686429695,0.0069828,-0.046154546870917454,0.0069828,0.024760381211328442,0.0069828,0.09830338622738197,0.0069828,0.03108745614117303,0.0069828,-0.0053707572117785065, , , , , , , , , , , , , , , , , , , , , , 
0.0074483,-0.0074952872963640555,0.0074483,0.047820381855164074,0.0074483,-0.027350362548475053,0.0074483,-0.016789367071065778,0.0074483,-0.0035293514493149464,0.0074483,0.2433797057950335,0.0074483,-0.01645162899555382,0.0074483,0.0010227956354418686, , , , , , , , , , , , , , , , , , , , , , 
0.0079138,-0.021795319519263008,0.0079138,0.023491257311110503,0.0079138,-0.07622613398727023,0.0079138,-0.0929460250811226,0.0079138,-0.010837305886285963,0.0079138,-0.01575112446696474,0.0079138,-0.013776590660713031,0.0079138,-0.006092298583952001, , , , , , , , , , , , , , , , , , , , , , 
0.0083793,-0.03166140305406656,0.0083793,0.020359416069554034,0.0083793,-0.10386969992258487,0.0083793,-0.016231628750607505,0.0083793,-0.018621497906143206,0.0083793,-0.03419501032353581,0.0083793,-0.008347496875877375,0.0083793,-0.0055780906275342095, , , , , , , , , , , , , , , , , , , , , , 
0.0088448,-0.024718948557086347,0.0088448,0.04775566802553141,0.0088448,-0.03125030123414011,0.0088448,-0.015123478203130059,0.0088448,-0.02654621966933182,0.0088448,-0.022223720577608862,0.0088448,-0.013348228758240566,0.0088448,-0.0019261204030541464, , , , , , , , , , , , , , , , , , , , , , 
0.0093103,-0.02764894623417867,0.0093103,0.016055823970230858,0.0093103,0.15752257798979238,0.0093103,0.0037069084604176173,0.0093103,-0.013476121115848103,0.0093103,-0.022252552649937057,0.0093103,-0.013933044802833349,0.0093103,-0.003907218336672572, , , , , , , , , , , , , , , , , , , , , , 
0.0097759,-0.05279858205254759,0.0097759,0.016479385004221775,0.0097759,-0.06332115996705909,0.0097759,-0.03159155982803208,0.0097759,-0.007432933375158801,0.0097759,-0.028587445174963956,0.0097759,-0.0146119943029435,0.0097759,-0.004414383647869153, , , , , , , , , , , , , , , , , , , , , , 
0.0102414,-0.036164892749100765,0.0102414,-0.0032195422889782907,0.0102414,-0.03138932335703739,0.0102414,-0.004436666887368733,0.0102414,-0.011190683073081065,0.0102414,-0.07148630748258435,0.0102414,-0.01236932590548084,0.0102414,-0.007616383421366894, , , , , , , , , , , , , , , , , , , , , , 
0.0107069,-0.017564255012291027,0.0107069,0.010138237760488712,0.0107069,-0.027035139001241767,0.0107069,-0.023186840001794544,0.0107069,0.045325428233633405,0.0107069,-0.02779033750715307,0.0107069,-0.013642659075413305,0.0107069,-0.01942484558852901, , , , , , , , , , , , , , , , , , , , , , 
0.0111724,-0.027020431595091828,0.0111724,0.007010719353644759,0.0111724,-0.02189862731513326,0.0111724,-0.0019694728011674907,0.0111724,0.05163095461237624,0.0111724,-0.02375547924899218,0.0111724,-0.009548164545922087,0.0111724,-0.0029005799160617698, , , , , , , , , , , , , , , , , , , , , , 
